StudentID,AssignmentID,SubmissionDate,GradeID
82791623574,1,2024-09-07 06:51:00,1
53526300600,1,2024-09-08 06:51:00,2
18226618169,2,2024-11-14 08:19:00,3
82791623574,2,2024-11-11 08:19:00,4
53526300600,2,2024-11-10 08:19:00,5
75191472850,2,2024-11-14 08:19:00,6
53526300600,3,2024-09-05 22:27:00,7
75191472850,3,2024-09-06 22:27:00,8
82791623574,3,2024-09-07 22:27:00,9
18226618169,3,2024-09-07 22:27:00,10
82791623574,4,2024-10-19 22:33:00,11
53526300600,4,2024-10-18 22:33:00,12
75191472850,5,2024-10-23 20:43:00,13
18226618169,5,2024-10-24 20:43:00,14
82791623574,5,2024-10-22 20:43:00,15
18226618169,6,2024-10-17 04:02:00,16
82791623574,6,2024-10-18 04:02:00,17
75191472850,7,2025-04-14 10:57:00,18
18226618169,7,2025-04-16 10:57:00,19
18226618169,8,2025-04-28 00:18:00,20
75191472850,8,2025-04-29 00:18:00,21
53526300600,8,2025-04-30 00:18:00,22
82791623574,8,2025-04-30 00:18:00,23
18226618169,9,2025-05-30 06:39:00,24
75191472850,9,2025-05-26 06:39:00,25
53526300600,9,2025-05-26 06:39:00,26
82791623574,9,2025-05-27 06:39:00,27
53526300600,10,2025-04-22 04:31:00,28
82791623574,10,2025-04-17 04:31:00,29
18226618169,10,2025-04-22 04:31:00,30
95189531079,11,2024-09-07 14:48:00,31
27232610956,11,2024-09-05 14:48:00,32
15028551002,11,2024-09-05 14:48:00,33
44102559557,11,2024-09-02 14:48:00,34
57256139356,11,2024-09-05 14:48:00,35
12567264591,11,2024-09-06 14:48:00,36
44102559557,12,2024-11-01 10:21:00,37
27232610956,12,2024-11-03 10:21:00,38
12567264591,12,2024-11-06 10:21:00,39
95189531079,12,2024-11-03 10:21:00,40
95189531079,13,2025-03-30 05:40:00,41
15028551002,13,2025-03-31 05:40:00,42
44102559557,13,2025-03-29 05:40:00,43
27232610956,13,2025-04-02 05:40:00,44
27232610956,14,2025-02-12 22:25:00,45
15028551002,14,2025-02-09 22:25:00,46
95189531079,14,2025-02-09 22:25:00,47
57256139356,14,2025-02-08 22:25:00,48
44102559557,14,2025-02-09 22:25:00,49
12567264591,14,2025-02-09 22:25:00,50
95189531079,15,2025-04-27 05:45:00,51
12567264591,15,2025-04-22 05:45:00,52
27232610956,15,2025-04-27 05:45:00,53
57256139356,15,2025-04-26 05:45:00,54
44102559557,15,2025-04-23 05:45:00,55
15028551002,16,2025-04-24 14:55:00,56
12567264591,16,2025-04-25 14:55:00,57
57256139356,16,2025-04-25 14:55:00,58
44102559557,16,2025-04-29 14:55:00,59
95189531079,16,2025-04-26 14:55:00,60
12567264591,17,2025-01-31 04:14:00,61
57256139356,17,2025-01-28 04:14:00,62
15028551002,17,2025-01-28 04:14:00,63
44102559557,17,2025-01-31 04:14:00,64
27232610956,17,2025-01-31 04:14:00,65
95189531079,17,2025-02-02 04:14:00,66
12567264591,18,2025-05-22 08:21:00,67
95189531079,18,2025-05-20 08:21:00,68
57256139356,18,2025-05-23 08:21:00,69
44102559557,18,2025-05-24 08:21:00,70
87149842862,19,2024-10-24 20:21:00,71
21022187836,19,2024-10-24 20:21:00,72
99680161770,20,2024-10-19 08:32:00,73
21022187836,20,2024-10-17 08:32:00,74
14836454569,20,2024-10-16 08:32:00,75
87149842862,20,2024-10-17 08:32:00,76
87149842862,21,2024-08-31 02:38:00,77
21022187836,21,2024-08-30 02:38:00,78
21022187836,22,2024-10-24 00:13:00,79
99680161770,22,2024-10-21 00:13:00,80
21813338089,23,2024-11-13 03:07:00,81
11083820520,23,2024-11-11 03:07:00,82
56923367700,23,2024-11-12 03:07:00,83
56923367700,24,2024-10-13 12:06:00,84
11083820520,24,2024-10-14 12:06:00,85
11083820520,25,2024-12-17 22:54:00,86
11994391037,25,2024-12-13 22:54:00,87
56923367700,25,2024-12-17 22:54:00,88
21813338089,25,2024-12-13 22:54:00,89
21813338089,26,2024-10-08 00:49:00,90
56923367700,26,2024-10-05 00:49:00,91
11994391037,26,2024-10-08 00:49:00,92
11083820520,26,2024-10-03 00:49:00,93
56923367700,27,2024-09-30 07:27:00,94
21813338089,27,2024-10-03 07:27:00,95
21813338089,28,2024-09-20 21:02:00,96
56923367700,28,2024-09-20 21:02:00,97
11994391037,28,2024-09-24 21:02:00,98
11994391037,29,2024-10-31 08:35:00,99
11083820520,29,2024-11-02 08:35:00,100
21813338089,29,2024-11-02 08:35:00,101
94313662902,30,2024-09-17 19:40:00,102
17704155024,30,2024-09-20 19:40:00,103
63088232873,30,2024-09-21 19:40:00,104
60165377781,30,2024-09-18 19:40:00,105
60165377781,31,2024-11-26 11:37:00,106
94313662902,31,2024-11-25 11:37:00,107
94313662902,32,2024-11-08 23:38:00,108
63088232873,32,2024-11-08 23:38:00,109
60165377781,33,2025-03-30 14:06:00,110
94313662902,33,2025-04-01 14:06:00,111
17704155024,33,2025-04-03 14:06:00,112
63088232873,33,2025-04-03 14:06:00,113
63088232873,34,2025-02-18 12:36:00,114
60165377781,34,2025-02-20 12:36:00,115
37468325386,35,2024-10-19 16:03:00,116
60154075612,35,2024-10-21 16:03:00,117
03519513303,35,2024-10-18 16:03:00,118
12449134563,35,2024-10-21 16:03:00,119
03519513303,36,2024-09-13 16:48:00,120
31132510568,36,2024-09-14 16:48:00,121
60154075612,36,2024-09-13 16:48:00,122
37468325386,36,2024-09-09 16:48:00,123
37468325386,37,2024-09-11 21:26:00,124
03519513303,37,2024-09-13 21:26:00,125
31132510568,37,2024-09-15 21:26:00,126
63889968589,37,2024-09-14 21:26:00,127
31132510568,38,2025-02-17 07:47:00,128
63889968589,38,2025-02-19 07:47:00,129
12449134563,38,2025-02-18 07:47:00,130
37468325386,38,2025-02-15 07:47:00,131
60154075612,38,2025-02-18 07:47:00,132
31132510568,39,2025-03-26 22:54:00,133
63889968589,39,2025-03-25 22:54:00,134
03519513303,39,2025-03-27 22:54:00,135
60154075612,39,2025-03-24 22:54:00,136
03519513303,40,2025-05-02 07:33:00,137
60154075612,40,2025-05-02 07:33:00,138
37468325386,40,2025-04-30 07:33:00,139
31132510568,40,2025-04-29 07:33:00,140
87560952267,41,2025-03-31 17:14:00,141
01587799207,41,2025-04-02 17:14:00,142
13992687418,41,2025-04-04 17:14:00,143
13992687418,42,2025-02-22 03:47:00,144
01587799207,42,2025-02-22 03:47:00,145
54837215170,42,2025-02-25 03:47:00,146
87560952267,42,2025-02-21 03:47:00,147
13992687418,43,2024-11-15 23:00:00,148
01587799207,43,2024-11-16 23:00:00,149
54837215170,43,2024-11-18 23:00:00,150
54837215170,44,2024-09-18 07:24:00,151
01587799207,44,2024-09-21 07:24:00,152
87560952267,44,2024-09-19 07:24:00,153
87560952267,45,2024-10-12 19:56:00,154
13992687418,45,2024-10-14 19:56:00,155
13992687418,46,2024-09-19 22:25:00,156
54837215170,46,2024-09-23 22:25:00,157
56923367700,47,2025-05-13 06:32:00,158
11083820520,47,2025-05-13 06:32:00,159
21813338089,47,2025-05-14 06:32:00,160
11994391037,47,2025-05-10 06:32:00,161
11083820520,48,2025-03-08 00:36:00,162
21813338089,48,2025-03-05 00:36:00,163
11083820520,49,2025-05-22 02:36:00,164
21813338089,49,2025-05-20 02:36:00,165
11994391037,49,2025-05-19 02:36:00,166
11083820520,50,2025-05-12 10:56:00,167
21813338089,50,2025-05-12 10:56:00,168
11994391037,50,2025-05-13 10:56:00,169
56923367700,50,2025-05-12 10:56:00,170
21813338089,51,2025-04-24 11:54:00,171
11083820520,51,2025-04-22 11:54:00,172
76422050248,52,2024-11-03 14:29:00,173
83001804966,52,2024-11-08 14:29:00,174
57064149986,52,2024-11-08 14:29:00,175
87826978085,53,2024-08-29 18:46:00,176
52902794879,53,2024-09-03 18:46:00,177
83001804966,53,2024-09-02 18:46:00,178
57064149986,53,2024-08-29 18:46:00,179
52902794879,54,2024-11-16 23:59:00,180
83001804966,54,2024-11-16 23:59:00,181
87826978085,54,2024-11-20 23:59:00,182
76422050248,54,2024-11-17 23:59:00,183
52902794879,55,2024-10-13 10:07:00,184
87826978085,55,2024-10-17 10:07:00,185
83001804966,55,2024-10-14 10:07:00,186
76422050248,55,2024-10-13 10:07:00,187
57064149986,55,2024-10-15 10:07:00,188
01212008620,56,2024-09-12 10:51:00,189
08878133149,56,2024-09-12 10:51:00,190
96615626704,56,2024-09-15 10:51:00,191
01212008620,57,2024-11-22 23:54:00,192
08878133149,57,2024-11-24 23:54:00,193
01212008620,58,2024-10-05 10:43:00,194
08878133149,58,2024-10-08 10:43:00,195
96615626704,58,2024-10-08 10:43:00,196
01212008620,59,2024-10-31 07:01:00,197
08878133149,59,2024-11-05 07:01:00,198
96615626704,59,2024-11-02 07:01:00,199
01212008620,60,2024-11-02 18:15:00,200
08878133149,60,2024-10-29 18:15:00,201
08878133149,61,2024-10-24 04:38:00,202
01212008620,61,2024-10-26 04:38:00,203
96615626704,61,2024-10-28 04:38:00,204
96615626704,62,2025-02-20 07:26:00,205
01212008620,62,2025-02-16 07:26:00,206
08878133149,62,2025-02-17 07:26:00,207
96615626704,63,2025-05-22 18:03:00,208
08878133149,63,2025-05-27 18:03:00,209
01212008620,63,2025-05-27 18:03:00,210
12449134563,64,2025-04-05 13:14:00,211
63889968589,64,2025-04-06 13:14:00,212
60154075612,64,2025-04-02 13:14:00,213
03519513303,64,2025-04-05 13:14:00,214
37468325386,64,2025-04-06 13:14:00,215
60154075612,65,2025-03-12 22:52:00,216
63889968589,65,2025-03-16 22:52:00,217
12449134563,65,2025-03-16 22:52:00,218
37468325386,65,2025-03-13 22:52:00,219
31132510568,65,2025-03-17 22:52:00,220
03519513303,66,2025-05-19 12:07:00,221
31132510568,66,2025-05-21 12:07:00,222
12449134563,66,2025-05-23 12:07:00,223
63889968589,66,2025-05-23 12:07:00,224
60154075612,66,2025-05-21 12:07:00,225
12449134563,67,2025-02-27 23:43:00,226
31132510568,67,2025-02-23 23:43:00,227
37468325386,67,2025-02-25 23:43:00,228
63889968589,67,2025-02-26 23:43:00,229
03519513303,67,2025-02-25 23:43:00,230
60154075612,67,2025-02-27 23:43:00,231
79860661772,68,2025-03-31 11:41:00,232
48155090538,68,2025-03-29 11:41:00,233
57248339310,68,2025-03-31 11:41:00,234
79860661772,69,2025-02-10 14:46:00,235
48155090538,69,2025-02-09 14:46:00,236
57248339310,69,2025-02-10 14:46:00,237
94306781529,70,2025-05-04 23:31:00,238
48155090538,70,2025-05-04 23:31:00,239
79860661772,70,2025-05-02 23:31:00,240
94306781529,71,2025-04-08 05:28:00,241
79860661772,71,2025-04-06 05:28:00,242
48155090538,71,2025-04-05 05:28:00,243
48155090538,72,2024-09-05 05:35:00,244
79860661772,72,2024-09-03 05:35:00,245
48155090538,73,2024-11-16 10:38:00,246
94306781529,73,2024-11-19 10:38:00,247
57248339310,73,2024-11-14 10:38:00,248
79860661772,74,2024-11-04 10:55:00,249
48155090538,74,2024-11-01 10:55:00,250
94306781529,75,2024-11-18 05:26:00,251
57248339310,75,2024-11-17 05:26:00,252
48155090538,75,2024-11-18 05:26:00,253
79860661772,75,2024-11-19 05:26:00,254
79860661772,76,2025-02-10 07:29:00,255
48155090538,76,2025-02-11 07:29:00,256
57248339310,76,2025-02-09 07:29:00,257
94306781529,76,2025-02-12 07:29:00,258
79860661772,77,2025-03-03 16:32:00,259
57248339310,77,2025-03-01 16:32:00,260
57248339310,78,2025-04-05 20:50:00,261
48155090538,78,2025-04-06 20:50:00,262
94306781529,78,2025-04-08 20:50:00,263
79860661772,78,2025-04-08 20:50:00,264
53526300600,79,2025-05-15 09:35:00,265
18226618169,79,2025-05-17 09:35:00,266
75191472850,79,2025-05-19 09:35:00,267
18226618169,80,2025-03-03 19:40:00,268
75191472850,80,2025-03-06 19:40:00,269
82791623574,80,2025-03-05 19:40:00,270
82791623574,81,2025-03-20 05:16:00,271
18226618169,81,2025-03-15 05:16:00,272
82791623574,82,2025-05-05 16:40:00,273
18226618169,82,2025-05-03 16:40:00,274
75191472850,82,2025-05-03 16:40:00,275
75191472850,83,2025-03-11 01:29:00,276
53526300600,83,2025-03-15 01:29:00,277
82791623574,83,2025-03-11 01:29:00,278
75191472850,84,2025-03-22 12:47:00,279
53526300600,84,2025-03-22 12:47:00,280
18226618169,84,2025-03-24 12:47:00,281
18226618169,85,2025-01-30 23:36:00,282
75191472850,85,2025-02-01 23:36:00,283
75191472850,86,2024-09-17 01:06:00,284
53526300600,86,2024-09-12 01:06:00,285
73631911728,87,2025-05-22 21:14:00,286
38461424533,87,2025-05-19 21:14:00,287
89114802051,87,2025-05-20 21:14:00,288
13314554803,87,2025-05-18 21:14:00,289
78063670476,87,2025-05-22 21:14:00,290
38461424533,88,2025-05-24 04:36:00,291
13314554803,88,2025-05-24 04:36:00,292
89114802051,88,2025-05-25 04:36:00,293
70806384501,88,2025-05-25 04:36:00,294
78063670476,88,2025-05-28 04:36:00,295
78063670476,89,2025-03-18 01:04:00,296
38461424533,89,2025-03-20 01:04:00,297
73631911728,89,2025-03-20 01:04:00,298
70806384501,89,2025-03-21 01:04:00,299
38461424533,90,2024-11-08 03:46:00,300
89114802051,90,2024-11-13 03:46:00,301
78063670476,90,2024-11-09 03:46:00,302
73631911728,90,2024-11-12 03:46:00,303
73631911728,91,2024-09-29 22:23:00,304
78063670476,91,2024-09-29 22:23:00,305
13314554803,91,2024-10-04 22:23:00,306
89114802051,91,2024-10-02 22:23:00,307
70806384501,91,2024-10-04 22:23:00,308
73631911728,92,2024-12-10 09:06:00,309
89114802051,92,2024-12-08 09:06:00,310
38461424533,92,2024-12-10 09:06:00,311
70806384501,92,2024-12-11 09:06:00,312
78063670476,92,2024-12-08 09:06:00,313
13314554803,92,2024-12-09 09:06:00,314
73631911728,93,2024-11-15 20:48:00,315
78063670476,93,2024-11-15 20:48:00,316
70806384501,93,2024-11-19 20:48:00,317
38461424533,93,2024-11-17 20:48:00,318
89114802051,93,2024-11-17 20:48:00,319
13314554803,93,2024-11-15 20:48:00,320
99680161770,94,2025-03-23 17:08:00,321
14836454569,94,2025-03-19 17:08:00,322
21022187836,94,2025-03-22 17:08:00,323
87149842862,94,2025-03-19 17:08:00,324
14836454569,95,2025-04-07 20:21:00,325
99680161770,95,2025-04-04 20:21:00,326
87149842862,96,2025-06-02 01:29:00,327
14836454569,96,2025-06-05 01:29:00,328
21022187836,96,2025-06-05 01:29:00,329
14836454569,97,2025-06-04 06:50:00,330
87149842862,97,2025-06-06 06:50:00,331
99680161770,98,2025-06-01 03:40:00,332
14836454569,98,2025-06-01 03:40:00,333
21022187836,98,2025-05-29 03:40:00,334
87149842862,98,2025-05-30 03:40:00,335
89053025419,99,2025-05-12 17:34:00,336
58018051334,99,2025-05-13 17:34:00,337
03458714824,99,2025-05-11 17:34:00,338
50073659774,99,2025-05-08 17:34:00,339
58018051334,100,2025-06-08 22:36:00,340
16967382934,100,2025-06-08 22:36:00,341
50073659774,100,2025-06-06 22:36:00,342
89053025419,100,2025-06-06 22:36:00,343
69202506280,100,2025-06-03 22:36:00,344
69202506280,101,2025-02-17 14:57:00,345
89053025419,101,2025-02-20 14:57:00,346
58018051334,101,2025-02-17 14:57:00,347
50073659774,101,2025-02-16 14:57:00,348
16967382934,101,2025-02-17 14:57:00,349
03458714824,102,2025-04-24 11:34:00,350
50073659774,102,2025-04-23 11:34:00,351
69202506280,102,2025-04-20 11:34:00,352
58018051334,102,2025-04-21 11:34:00,353
89053025419,102,2025-04-24 11:34:00,354
16967382934,102,2025-04-22 11:34:00,355
69202506280,103,2024-11-20 13:09:00,356
16967382934,103,2024-11-23 13:09:00,357
89053025419,103,2024-11-25 13:09:00,358
50073659774,103,2024-11-20 13:09:00,359
03458714824,103,2024-11-20 13:09:00,360
58018051334,103,2024-11-22 13:09:00,361
58018051334,104,2024-12-02 00:12:00,362
16967382934,104,2024-12-06 00:12:00,363
69202506280,104,2024-12-03 00:12:00,364
50073659774,104,2024-12-07 00:12:00,365
03458714824,105,2024-10-13 12:23:00,366
50073659774,105,2024-10-09 12:23:00,367
16967382934,105,2024-10-10 12:23:00,368
89053025419,105,2024-10-09 12:23:00,369
58018051334,105,2024-10-12 12:23:00,370
69202506280,105,2024-10-14 12:23:00,371
56923367700,106,2024-12-18 09:09:00,372
11994391037,106,2024-12-14 09:09:00,373
11083820520,106,2024-12-19 09:09:00,374
11083820520,107,2024-11-09 21:42:00,375
56923367700,107,2024-11-09 21:42:00,376
11994391037,107,2024-11-05 21:42:00,377
21813338089,107,2024-11-05 21:42:00,378
11083820520,108,2025-02-12 21:57:00,379
21813338089,108,2025-02-12 21:57:00,380
11083820520,109,2025-06-18 22:56:00,381
56923367700,109,2025-06-15 22:56:00,382
21813338089,109,2025-06-15 22:56:00,383
11994391037,109,2025-06-19 22:56:00,384
56923367700,110,2025-06-05 03:36:00,385
21813338089,110,2025-06-06 03:36:00,386
11994391037,110,2025-06-01 03:36:00,387
21813338089,111,2025-05-14 01:42:00,388
11994391037,111,2025-05-13 01:42:00,389
11083820520,111,2025-05-17 01:42:00,390
21813338089,112,2025-02-09 10:12:00,391
11994391037,112,2025-02-10 10:12:00,392
11083820520,112,2025-02-08 10:12:00,393
11994391037,113,2025-02-02 19:39:00,394
11083820520,113,2025-02-03 19:39:00,395
21813338089,113,2025-02-06 19:39:00,396
56923367700,113,2025-02-04 19:39:00,397
56923367700,114,2025-04-16 19:45:00,398
11083820520,114,2025-04-16 19:45:00,399
11994391037,114,2025-04-17 19:45:00,400
52902794879,115,2024-11-16 19:32:00,401
57064149986,115,2024-11-13 19:32:00,402
76422050248,115,2024-11-16 19:32:00,403
87826978085,115,2024-11-15 19:32:00,404
83001804966,115,2024-11-16 19:32:00,405
83001804966,116,2024-12-03 07:23:00,406
76422050248,116,2024-12-03 07:23:00,407
57064149986,116,2024-12-05 07:23:00,408
87826978085,117,2024-09-18 00:30:00,409
57064149986,117,2024-09-15 00:30:00,410
76422050248,117,2024-09-16 00:30:00,411
52902794879,117,2024-09-17 00:30:00,412
83001804966,118,2024-09-11 02:56:00,413
52902794879,118,2024-09-07 02:56:00,414
76422050248,118,2024-09-08 02:56:00,415
87826978085,118,2024-09-08 02:56:00,416
57064149986,119,2025-04-26 17:47:00,417
83001804966,119,2025-04-26 17:47:00,418
87826978085,119,2025-04-25 17:47:00,419
57064149986,120,2025-03-19 01:30:00,420
76422050248,120,2025-03-20 01:30:00,421
83001804966,120,2025-03-24 01:30:00,422
83001804966,121,2025-03-16 16:38:00,423
87826978085,121,2025-03-15 16:38:00,424
52902794879,121,2025-03-15 16:38:00,425
57064149986,121,2025-03-14 16:38:00,426
83001804966,122,2025-02-10 02:29:00,427
76422050248,122,2025-02-09 02:29:00,428
87826978085,122,2025-02-09 02:29:00,429
52902794879,122,2025-02-09 02:29:00,430
11994391037,123,2025-02-18 03:56:00,431
56923367700,123,2025-02-22 03:56:00,432
11083820520,123,2025-02-19 03:56:00,433
21813338089,123,2025-02-19 03:56:00,434
11083820520,124,2025-04-05 16:01:00,435
21813338089,124,2025-04-05 16:01:00,436
21813338089,125,2024-10-07 23:15:00,437
11083820520,125,2024-10-06 23:15:00,438
56923367700,125,2024-10-08 23:15:00,439
13992687418,126,2025-02-11 08:20:00,440
01587799207,126,2025-02-10 08:20:00,441
87560952267,126,2025-02-09 08:20:00,442
54837215170,126,2025-02-09 08:20:00,443
54837215170,127,2025-02-21 13:14:00,444
13992687418,127,2025-02-25 13:14:00,445
01587799207,127,2025-02-25 13:14:00,446
87560952267,127,2025-02-23 13:14:00,447
01587799207,128,2025-04-17 18:01:00,448
87560952267,128,2025-04-18 18:01:00,449
13992687418,128,2025-04-18 18:01:00,450
87560952267,129,2025-03-28 07:29:00,451
13992687418,129,2025-03-30 07:29:00,452
01587799207,130,2024-09-01 02:53:00,453
87560952267,130,2024-08-29 02:53:00,454
13992687418,130,2024-09-02 02:53:00,455
54837215170,130,2024-08-31 02:53:00,456
54837215170,131,2024-09-28 10:03:00,457
13992687418,131,2024-09-28 10:03:00,458
01587799207,131,2024-09-30 10:03:00,459
13992687418,132,2024-09-10 10:04:00,460
87560952267,132,2024-09-08 10:04:00,461
54837215170,132,2024-09-07 10:04:00,462
01587799207,132,2024-09-09 10:04:00,463
82791623574,1,2024-09-07 06:51:00,843
18226618169,1,2024-09-05 06:51:00,843
53526300600,1,2024-09-09 06:51:00,843
75191472850,1,2024-09-05 06:51:00,843
82791623574,2,2024-11-13 08:19:00,843
18226618169,2,2024-11-12 08:19:00,843
53526300600,2,2024-11-12 08:19:00,843
75191472850,2,2024-11-11 08:19:00,843
82791623574,3,2024-09-04 22:27:00,843
18226618169,3,2024-09-07 22:27:00,843
53526300600,3,2024-09-05 22:27:00,843
75191472850,3,2024-09-06 22:27:00,843
82791623574,4,2024-10-17 22:33:00,843
18226618169,4,2024-10-16 22:33:00,843
53526300600,4,2024-10-16 22:33:00,843
75191472850,4,2024-10-18 22:33:00,843
82791623574,5,2024-10-24 20:43:00,843
18226618169,5,2024-10-19 20:43:00,843
53526300600,5,2024-10-24 20:43:00,843
75191472850,5,2024-10-24 20:43:00,843
82791623574,6,2024-10-21 04:02:00,843
18226618169,6,2024-10-17 04:02:00,843
53526300600,6,2024-10-21 04:02:00,843
75191472850,6,2024-10-16 04:02:00,843
82791623574,7,2025-04-19 10:57:00,843
18226618169,7,2025-04-17 10:57:00,843
53526300600,7,2025-04-18 10:57:00,843
75191472850,7,2025-04-16 10:57:00,843
82791623574,8,2025-04-28 00:18:00,843
18226618169,8,2025-05-03 00:18:00,843
53526300600,8,2025-05-03 00:18:00,843
75191472850,8,2025-05-03 00:18:00,843
82791623574,9,2025-05-29 06:39:00,843
18226618169,9,2025-05-25 06:39:00,843
53526300600,9,2025-05-28 06:39:00,843
75191472850,9,2025-05-29 06:39:00,843
82791623574,10,2025-04-21 04:31:00,843
18226618169,10,2025-04-22 04:31:00,843
53526300600,10,2025-04-17 04:31:00,843
75191472850,10,2025-04-18 04:31:00,843
15028551002,11,2024-09-03 14:48:00,843
95189531079,11,2024-09-06 14:48:00,843
27232610956,11,2024-09-07 14:48:00,843
57256139356,11,2024-09-02 14:48:00,843
12567264591,11,2024-09-02 14:48:00,843
44102559557,11,2024-09-04 14:48:00,843
15028551002,12,2024-11-03 10:21:00,843
95189531079,12,2024-11-04 10:21:00,843
27232610956,12,2024-11-03 10:21:00,843
57256139356,12,2024-11-06 10:21:00,843
12567264591,12,2024-11-05 10:21:00,843
44102559557,12,2024-11-06 10:21:00,843
15028551002,13,2025-03-31 05:40:00,843
95189531079,13,2025-04-02 05:40:00,843
27232610956,13,2025-04-03 05:40:00,843
57256139356,13,2025-03-30 05:40:00,843
12567264591,13,2025-03-29 05:40:00,843
44102559557,13,2025-04-01 05:40:00,843
15028551002,14,2025-02-09 22:25:00,843
95189531079,14,2025-02-10 22:25:00,843
27232610956,14,2025-02-09 22:25:00,843
57256139356,14,2025-02-09 22:25:00,843
12567264591,14,2025-02-11 22:25:00,843
44102559557,14,2025-02-13 22:25:00,843
15028551002,15,2025-04-23 05:45:00,843
95189531079,15,2025-04-25 05:45:00,843
27232610956,15,2025-04-23 05:45:00,843
57256139356,15,2025-04-22 05:45:00,843
12567264591,15,2025-04-23 05:45:00,843
44102559557,15,2025-04-26 05:45:00,843
15028551002,16,2025-04-24 14:55:00,843
95189531079,16,2025-04-26 14:55:00,843
27232610956,16,2025-04-24 14:55:00,843
57256139356,16,2025-04-26 14:55:00,843
12567264591,16,2025-04-25 14:55:00,843
44102559557,16,2025-04-29 14:55:00,843
15028551002,17,2025-01-30 04:14:00,843
95189531079,17,2025-01-30 04:14:00,843
27232610956,17,2025-01-30 04:14:00,843
57256139356,17,2025-01-28 04:14:00,843
12567264591,17,2025-02-01 04:14:00,843
44102559557,17,2025-01-29 04:14:00,843
15028551002,18,2025-05-21 08:21:00,843
95189531079,18,2025-05-25 08:21:00,843
27232610956,18,2025-05-20 08:21:00,843
57256139356,18,2025-05-25 08:21:00,843
12567264591,18,2025-05-24 08:21:00,843
44102559557,18,2025-05-22 08:21:00,843
21022187836,19,2024-10-24 20:21:00,843
99680161770,19,2024-10-27 20:21:00,843
14836454569,19,2024-10-28 20:21:00,843
